id,title,released,country,master_id,status
3559695,Here They Come Again,,Netherlands,735188,Accepted
3561029,It Hurts Me Too / I've Got Troubles,1973,US,,Accepted
3565388,Only You,1972,New Zealand,447593,Accepted
3567034,Silent Hill (Original Soundtracks),1999-03-05,Taiwan,126196,Accepted
3572959,Roulette's Records Presents Rocketdog Sessions,,Netherlands,,Accepted
3574782,Album Of The Year,1997,UK,15735,Accepted
3576553,Little Bird,2011,US,724013,Accepted
3576907,That's What Friends Are For,1989,Europe,146032,Accepted
3582717,Black Mill Tapes Volumes 1 & 2.,2012-04-30,UK,433434,Accepted
3589350,Imagination,1959-11-16,US,1070607,Accepted
3590015,Jazz At Monterey,1969,France,,Accepted
3590544,Firewalker,1990,US,121119,Accepted
3592500,Raven Row / Far Fetched (Feat. Sabre),2012-05-11,UK,434866,Accepted
3594568,MJ A Rocker,,US,280491,Accepted
3597205,"Oh, What Can The Beatles Not Do / I Will Never, Cha Cha With You",1967,India,,Accepted
3600745,How,1983,Australia,,Accepted
3605990,Singles Collection,2008,UK,230280,Accepted
3607580,Dark Times EP,2012-05-05,Sweden,,Accepted
3612831,Sing Out America!,2005,,552852,Accepted
3612893,Stimmung In Den Bergen,,Austria,,Accepted
3613594,Mwandishi,1971,New Zealand,47845,Accepted
3613934,Rich Girl,2004-12-00,Europe,29524,Accepted
3614183,Mr Brightside (Remixes),2005,Germany,71507,Accepted
3621102,Herz Unter Strom,1992,Germany,1141635,Accepted
3622183,Battery,1987,Australia,454768,Accepted
3624302,Σαλούνα / Άφησέ Με,1968,Greece,,Accepted
3625761,Pearly Gate Music,2010,Europe,559620,Accepted
3630998,Kiss My Axe,1998,Germany,439949,Accepted
3631875,Highway 61 Revisited,1991,Spain,3986,Accepted
3632100,Hoy,2003-09-08,Europe,1249321,Accepted
3640155,Misotheism,2008-05-19,Netherlands,441118,Accepted
3642653,All Fly Home,,Europe,38041,Accepted
3650843,My Dreams,2001,UK,442745,Accepted
3651739,Lex Hives,2012-06-05,US,442835,Accepted
3653133,Zpívej Mně Hošíčku / Ztratil Jsem Děvčátko …,1939,Protectorate of Bohemia and Moravia,,Accepted
3654078,The Perfect Blackness,1988,Canada,,Accepted
3654736,3,2002,Russia,,Accepted
3654887,La Fuite EP,2012-06-04,Canada,458122,Accepted
3656180,Cousteau: Cape Horn / Channel Islands (The Original Television Score),1989,UK,,Accepted
3662268,Manhattan Moods,2010,UK,,Accepted
3665695,13 Song Demo,1989,US,,Accepted
3666074,3,2012,Australia,,Accepted
3669456,I'll Always Love You,,US,,Accepted
3670095,Vuur,2005,Netherlands,,Accepted
3670549,Mi Riqueza Es La Alegria,1974,Venezuela,,Accepted
3670758,Music For A While: Lute Songs From The 17th Century,2005-01-03,Germany,,Accepted
3670961,The Day Everything Became Isolated And Destroyed,1993,Poland,31992,Accepted
3671140,Do It Yourself,1979,Spain,101381,Accepted
3671180,Dreams,2012-06-00,US,,Accepted
3672355,Juanita Banana,1966,Spain,2656304,Accepted
3673208,Breaking Up Is Hard To Do / Dancin' Party,,US,,Accepted
3676184,Waiting For The Sun EP,2012-02-28,Belgium,,Accepted
3680022,Έτσι Μ' Αρέσει,1992-11-00,Greece,447138,Accepted
3682257,Famous E.P.,2011-08-11,Germany,,Accepted
3683881,Last Kiss,1973,US,428872,Accepted
3689761,The Space Legend,1995,US,448604,Accepted
3695125,Shout = シャウト,1985-04-01,Japan,43042,Accepted
3695635,Enemy Nation: Rise Of The Machines,2010,US,,Accepted
3698359,Prendimi / Mettiti Con Me,1979,Italy,451146,Accepted
3698429,Get Mama A House,2010,Sweden,,Accepted
3699064,4Ka  3/3,2010,Slovakia,1292668,Accepted
3700858,Jim Hall Live!,2003-03-25,Europe,242801,Accepted
3703644,Good Times!,1984,US,1566157,Accepted
3706235,To Be Poor Is A Crime / Crab In A Barrel,1981,US,,Accepted
3709904,Sweet Toof,2012,US,,Accepted
3712386,Wild,1989,Argentina,18643,Accepted
3712763,Grand Funk Hustle,2012,UK,451534,Accepted
3714633,Brasil Som 75 - Vol. 2,1976,Brazil,,Accepted
3718927,David Bowie,1983,Japan,475693,Accepted
3722806,Tighten That Muscle Ring,2012-07-10,UK,,Accepted
3728181,Eight Vignettes For Solo Autoharp,2006,US,,Accepted
3731148,Our Small Ideas,2012-06-07,Japan,458316,Accepted
3731536,Alone Together,1970,Japan,932375,Accepted
3732491,Entretiens,2011,France,,Accepted
3733682,Traumtanzzeit,1974,Germany,364839,Accepted
3734374,The Best Of The EMI Years,1996-01-23,US,454277,Accepted
3735421,Tug Of War,1988-10-17,UK,92538,Accepted
3737476,Anyone,1998,Germany,,Accepted
3738038,Free Love,1997,Germany,120941,Accepted
3741412,The 7 Symphonies / Luonnotar / Pohjola's Daughter,1993,Europe,1193276,Accepted
3742449,Večer Na Rejdě,1975,Czechoslovakia,2398360,Accepted
3743206,Six Spindle Love,1999,US,,Accepted
3743725,Get It Cheap,1990,Germany,1246189,Accepted
3744226,Hrvatski Narodni Plesovi = Croatian Folk Dances,1975,Yugoslavia,1736790,Accepted
3745433,Electra,2012-04-08,Russia,,Accepted
3746105,Sahne Gibi,2012,Turkey,,Accepted
3750011,Bio Jazz,2002,Lithuania,,Accepted
3753808,New York Odyssey,2011,France,,Accepted
3757582,In The Shadow Of A Thousand Suns,2009,US,255627,Accepted
3757947,Electronic Loli Lolicons Lolicore,2012-07-17,US,,Accepted
3759459,Die Luft Ist Rein,1979,Germany,,Accepted
3768222,Help Me,1980,US,13467,Accepted
3770691,"We Are The Same, Susanne",2001,Worldwide,459275,Accepted
3770903,Socratic,2012-01-09,US,459320,Accepted
3771236,陽の色褪せた場所から,2004,Japan,,Accepted
3771723,Audio Blahgs,2006,US,,Accepted
3774999,"Pure Jerry: Keystone, Berkeley, September 1, 1974",,US,1546011,Accepted
3776198,Danger Danger,1989,Europe,382176,Accepted
3776621,AVH Mixes,2005,UK,460025,Accepted
3778734,Autumn Leaves - The Rebellion Of Tides / Lady Ablaze,2003,Russia,,Accepted
3781781,The Uptown,1960,France,555782,Accepted
3781997,Reflections Vol 2,2004,Germany,,Accepted
3782019,Musical Ireland,1984,US,776762,Accepted
3783324,A,2012-08-06,Netherlands,,Accepted
3784592,Izbrisani Grafiti,1997,Croatia,1028429,Accepted
3791123,I Can Feel Your Love,2012-02-13,Netherlands,22973,Accepted
3791617,Rare Groove Pirate,1991,UK,,Accepted
3791648,Can I Play With Madness,1988-06-05,Japan,19236,Accepted
3791735,Sierra Sue / When The Swallows Come Back To Capistrano,1941,Australia,982654,Accepted
3793985,Β! Ημίχρονο Live Στο Ζυγό,1994,Greece,560411,Accepted
3795111,The Nail V.2,2004-08-13,US,,Accepted
3796201,Laulev Revolutsioon,2010,Estonia,,Accepted
3801640,Musique De Table Tafelmusik (Table Music),1983,US,2207071,Accepted
3802383,Grits N Gravy 004,2011-08-22,Australia,,Accepted
3803698,Apricot Time (Album Sampler),1999,UK,,Accepted
3807583,1995 BBC Sessions,2010,US,463388,Accepted
3813568,Spanking Ranking,,Jamaica,2771834,Accepted
3818195,Made Of You,2008-08-00,,,Accepted
3818341,Rio,,US,80211,Accepted
3820309,Stop!,1988,Germany,101939,Accepted
3820652,Big Country Songs,1970,US,,Accepted
3827814,Kentucky Rock-A-Billy,1978,Belgium,2085922,Accepted
3827916,De Leeuwerik 1979,2012,Belgium,,Accepted
3828036,Double Face B,1984,France,,Accepted
3828506,Red Neck-Blue Collar,2008,US,,Accepted
3830968,Cry Fi Di Youth,,,212163,Accepted
3831397,Ebano Y Marfil,1982,Spain,40025,Accepted
3831581,Non-Stop Erotic Cabaret,1992,Canada,4095,Accepted
3833152,Beside You,2012,UK,466904,Accepted
3834150,NOW That's What I Call Music 11,1989,South Africa,2375086,Accepted
3836024,Paloma Blanca,1980,Spain,718321,Accepted
3836189,Black Rain,2007-05-23,Japan,41153,Accepted
3838554,Double Trouble Live,2008,Germany,275938,Accepted
3838618,Moreland's Ball,2012,Australia,,Accepted
3838698,Eight Pound Guitar,2005,UK,,Accepted
3842138,They All Fall Down,2010,US,356111,Accepted
3844270,Changin',1975,UK,6479,Accepted
3846209,Tucker4,1998,US,,Accepted
3846350,One Bright Day,1989,Europe,79573,Accepted
3851505,Turn In Your Friends & Neighbours,2002,US,378384,Accepted
3854189,Rupert Holmes,1980,US,820148,Accepted
3854410,You Are The Sunshine Of My Life,1973,US,157081,Accepted
3855528,"O Brother, Where Art Thou?",2011,Europe,83982,Accepted
3856498,Rush Hour 2012,2012-07-16,UK,2224582,Accepted
3860388,Naks Jubeleum Singl,1977,Netherlands,,Accepted
3861418,Elephant & Castle,2003,Switzerland,,Accepted
3862906,The Stripper,1994,UK,469895,Accepted
3864740,She Comes In Colors,1970,US,846733,Accepted
3865132,Fredens Man,2003-05-19,Sweden,,Accepted
3866122,Tajoli Ricanta Le Canzoni Di Ieri,1961,Venezuela,2715686,Accepted
3869532,Nem Um Toque,1987,Brazil,347544,Accepted
3870099,Hardcore Breakout BRD,2008,Germany,470668,Accepted
3870421,Bridge Over Troubled Water,1970,UK,27772,Accepted
3873598,Motown Hits Of Gold Volume 8,1985,UK,478170,Accepted
3873672,Mino,1982,Canada,521287,Accepted
3877532,The Shepherd Of The Hills / Rhythm Is The Thing,1927-03-00,UK,1290869,Accepted
3878316,Heroes Eventually Die,2012-06-25,US,,Accepted
3880426,One More Day,1992,Europe,159331,Accepted
3881600,This Is The Moody Blues,1984,US,41324,Accepted
3890154,Spanish Romance,1989,Spain,526500,Accepted
3890379,Judy Garland's Greatest Hits,,Germany,630919,Accepted
3892665,CNO2,2012-09-15,Poland,497830,Accepted
3892955,She's Got Nothing On (But The Radio) -Adam Rickfors Remixes,2011-03-07,Greece,323485,Accepted
3894470,Burn It,,UK,,Accepted
3897650,When The Bough Breaks,2005,US,369598,Accepted
3897952,Deeppression,1998,Germany,474041,Accepted
3899185,Dynamic Pressure / Flip,1970,Jamaica,474071,Accepted
3901565,Mercy Of Maria,1998,Scandinavia,,Accepted
3902416,Giants,1980,Spain,252224,Accepted
3903271,Discoestate 1980,1980,Italy,,Accepted
3904056,Inner City Life,1995,UK,68904,Accepted
3904638,Ganz Ohne Di,1988,Austria,885516,Accepted
3914394,Magic Touch,1988,Australasia,44272,Accepted
3915698,Verlautbarungen,2012,Germany,522692,Accepted
3917154,King's Call,1980,US,94590,Accepted
3918760,Aether,2011-06-19,Netherlands,476705,Accepted
3919489,"A Treasury Of Folk Music With Leadbelly, Big Bill Broonzy & Josh White",1966,Canada,346214,Accepted
3923442,Scarecrow,1985-11-00,Germany,101688,Accepted
3929677,R.E.M. Live - Vol. 3,,Australia,579269,Accepted
3931476,Propagations Through Time And Space: 20100509,2010-05-09,Netherlands,478445,Accepted
3932586,One Eyed Jack,2007,Italy,597650,Accepted
3934572,Boogie Torben,1979,Denmark,,Accepted
3939391,Jazz På Svenska,2005,Sweden,183665,Accepted
3942565,Memory / Take That Look Of Your Face,1988,UK,,Accepted
3944283,Manifesto,2008,USA & Europe,480535,Accepted
3945858,Gangsters,1979,Ireland,8228,Accepted
3949208,"Symphony No. 3 (\"Eroica\")",1981,Germany,480983,Accepted
3949909,A Blaze In The Northern Sky,2007,Europe,5558,Accepted
3953977,Mexicoma,2011-06-01,Europe,538285,Accepted
3954560,Dixieland Dance Party,,Netherlands,481710,Accepted
3955250,The Best Of Willie Nelson,1996,US,561413,Accepted
3955844,Mirant Al Cel (Banda Sonora Original),2008,Spain,,Accepted
3956015,Unter Dem Grund,2009,Germany,,Accepted
3956196,IV (Piel De Cobre),1993,Colombia,481973,Accepted
3959343,Come To Me,1970,Germany,297782,Accepted
3960153,Falling For You,2009,UK,,Accepted
3964579,Vol. 2,,Venezuela,483027,Accepted
3967802,Several Kinds Of Small Fuzzy People Gathered Together In Bands And Grooving To Floyd,1993,US,,Accepted
3968905,Sun Ra And His Arkestra Featuring Pharoah Sanders And Black Harold,1976,US,484257,Accepted
3970011,"Marquee - The Collection 1958-1983, Volume 3",1984,Spain,483917,Accepted
3975320,Dizzy And Strings,,Sweden,647195,Accepted
3979851,Lute Music,,UK,485136,Accepted
3980280,Young Turks,1982,Spain,1447898,Accepted
3980284,Танцмиссия: 13 Move Action,1998,Russia,,Accepted
3980652,K+C,2012-10-26,Germany,,Accepted
3981611,"Hello, How Are You",1968,Australia,331255,Accepted
3986870,Inside Us,2012-09-17,UK,514407,Accepted
3988616,Tim Finnegan's Wake,1961,UK & Ireland,891897,Accepted
4000079,Help Me Make It (To My Rockin' Chair),1975,US,250950,Accepted
4001469,Paloma Blanca,1978,Netherlands,,Accepted
4007748,At Last / Love ... Can Be So Wonderful,1973-11-00,US,503036,Accepted
4008130,Body Meta,1978,Japan,46719,Accepted
4008316,17 Numbers By The Beast,2002-03-26,US,,Accepted
4011324,The Beechmonts In A Concert Of Folk Songs,,US,514425,Accepted
4012385,E Not Laid / Inconsiderations Pt. 1,2012-10-27,US,,Accepted
4012486,Otherside 2007,2007,Netherlands,,Accepted
4015254,All The Love,,,,Accepted
4022929,My Music Fresh Vol.1,2006,Poland,,Accepted
4025050,"Hello, Goodbye",1968,Canada,1329252,Accepted
4026654,A Kind Of Kling Klong Vol. 10,2012-09-26,Germany,590459,Accepted
4031740,Arriba La Bamba / Rico Merecumbe / Guarachero / Tu Me Perteneces,1963,France,,Accepted
4032612,Johannes Brahms,1996,Portugal,771718,Accepted
4035454,Phase.o.n.e,2012-09-22,France,887209,Accepted
4035866,Ascension,1998,US,540120,Accepted
4039562,Canyons,2012-11-06,UK,492711,Accepted
4041312,Long Goodbye,1987,UK & Europe,153382,Accepted
4045573,Music Of Rimsky-Korsakov,1959-04-00,UK,611496,Accepted
4046807,Through A Dark Glass,1993,UK,,Accepted
4049688,Grand Parleur Petit Faiseur,1998,Canada,812956,Accepted
4053102,Bande Originale Du Film Quoi De Neuf Pussycat ?,,France,262967,Accepted
4054613,Listen Up With Cabaret Voltaire,1990,France,3193,Accepted
4055231,L'Occhio Selvaggio (Colonna Sonora Originale),1967,Italy,64169,Accepted
4055605,Astronomy,1988,Europe,274634,Accepted
4055816,Hairstyles And Attitudes,1986,US,192416,Accepted
4056869,3 Way Split,2010,Russia,,Accepted
4062417,Itzhak Perlman Plays Fritz Kreisler,1988,Yugoslavia,564449,Accepted
4067274,"Oh, Darling - Mercedes Benz",1972,Hungary,,Accepted
4068030,Get Yer Ya-Ya's Out! - The Rolling Stones In Concert,1970,US,30405,Accepted
4069719,Drunk Till Death,2012-03-02,Italy,,Accepted
4071676,Ленинградская Эстрада,1972,USSR,509575,Accepted
4074699,Jailbreak,2011,UK,52823,Accepted
4079263,The Final Prophecy,2012-12-03,Czech Republic,,Accepted
4080485,Przebojowe Lato Z... Ich Troje,2002,Poland,,Accepted
4081196,Рассвет,2012,Ukraine,,Accepted
4085448,Strictly The Best 47,2012,US,,Accepted
4085915,Eskimeaux,2012-11-08,US,1575179,Accepted
4086137,Extensions Of The Tradition,1996,US,,Accepted
4087597,Samurai Japan,2011,France,498667,Accepted
4088653,Like Datt / Sex Fo Goods / Whut Chu Want,2000,US,,Accepted
4089604,Basie,,Netherlands,303975,Accepted
4092914,Music Of The French Baroque,1965,US,1058355,Accepted
4093039,Saint-Germain-Des-Prés-Café 5,2004,France,518133,Accepted
4094580,Coast Along,,UK,513923,Accepted
4097770,Death Cult II,2012,Finland,,Accepted
4098347,Come Rock Me / Congo Dread,1979,UK,,Accepted
4099482,Raygun Danger EP,2012-02-29,US,,Accepted
4099524,Full Time Thing (Between Dusk And Dawn),1976,US,249811,Accepted
4102204,Boatshed Demo,2008,Australia,,Accepted
4104853,The Scientists E.P.,2012,UK,434976,Accepted
4109924,Sky On Fire,2012-12-01,Netherlands,,Accepted
4110733,Gisele,,US,452542,Accepted
4111402,Plato's Revenge,2007,US,,Accepted
4117628,Drive-Thru Records - Greatest Hits,2005,US,626361,Accepted
4117842,Georgette Dee,1984,Germany,,Accepted
4122744,Sign Language,1981,Portugal,533077,Accepted
4124824,Inverted Feelings,2012-10-13,UK,575287,Accepted
4128649,U.C Anthem ( TeK Remixes ),2010,US,,Accepted
4133256,Symphony No. 5,1981,Netherlands,822613,Accepted
4133584,Things Come Apart,2013-01-14,UK,28008,Accepted
4133707,Brit Mix Vol. 5,2000-07-24,UK,504602,Accepted
4136061,Wir Ist Mehr Als Ich Plus Du,1978,Germany,,Accepted
4138493,Forever Malcolm Young,2006-10-14,Australia,584036,Accepted
4146496,One Of Those Summers,1982,US,600826,Accepted
4147139,The Kids Are The Same,1982,Spain,199521,Accepted
4150176,I Don't Make Beats Because I'm Bored,2011-06-14,US,,Accepted
4150879,Live At Montreux,1984,UK,304917,Accepted
4151296,But I Still Love You,1999,Spain,266466,Accepted
4153091,"El Universo Se Nos Expande 0,99999",1996-05-00,Spain,,Accepted
4154587,We Are Not Alone,2008,US,306605,Accepted
4155440,Half & Half EP Volume 2,2013-01-00,Germany,,Accepted
4159627,Frankie Carle's Sweethearts,1952,US,532661,Accepted
4169830,Aria On Air,1990,Australasia,68660,Accepted
4171137,Because: A Collection Of All Time Favorites,1959,US,508591,Accepted
4173290,Miles To Run EP,2000,UK & Ireland,508769,Accepted
4186859,Teknical Vodka HS 02,2012-12-15,France,,Accepted
4187136,Abiogenesis (Natural Laboratories),2012-05-10,Romania,,Accepted
4188580,Speak Of The Dead,2006,Mexico,272754,Accepted
4190753,No Turning Back,2005-04-25,UK,123238,Accepted
4192323,Two Shadows,1962,US,,Accepted
4194084,"I Thank You, Mr. Moon / Nothing Is Sweeter Than You",1932,US,,Accepted
4197069,You're Not My Kind Of Girl,1988,US,149860,Accepted
4200900,Tipos Normales Con Guitarras Eléctricas,2012,Spain,,Accepted
4203380,Roll Call / What U Gon' Do,,UK,338690,Accepted
4203683,Show Me What You Want,2012-09-11,UK,,Accepted
4205567,Tomorrow Today,1969,UK,119427,Accepted
4207224,"Dark Was The Night, Cold Was The Ground",2010,US,,Accepted
4209364,Karma (The Reggaeton Mix),2004,US,144303,Accepted
4210220,"Remixes By Die Vögel, DJ Koze",2012-11-28,Germany,517606,Accepted
4212377,An Axe To Grind / Soul Survivor,1999,US,,Accepted
4214973,Stylosophy,2011-08-01,Italy,,Accepted
4215037,So Glad,2012-07-04,Spain,,Accepted
4215072,Twist E.P.,2011-02-28,Italy,,Accepted
4215277,In My Arms,2005,Germany,56097,Accepted
4216187,The Moonhouse Sessions,2012-12-29,Austria,,Accepted
4219129,For You,1980,Germany,322090,Accepted
4225640,Full Moon / No Hesitation,1988,US,563492,Accepted
4227648,Tabla,1994,India,1249736,Accepted
4238217,Magic Garden,2012-12-07,Spain,,Accepted
4239740,No!,1991,Turkey,,Accepted
4240078,Searchlights,2009-08-25,US,1224475,Accepted
4240214,Soft Bomb,1992,Australia,116496,Accepted
4240321,Guantanamera,1966,Germany,67705,Accepted
4242306,Blues In My Soul,1979,Japan,,Accepted
4245100,Clouds Like Heaven,2004-03-29,Sweden,517031,Accepted
4247433,Der Letzte Krieg,1997,Germany,634955,Accepted
4248104,Kid,1996,Brazil,529602,Accepted
4249294,The Real McCoy,1988,UK,275800,Accepted
4251296,Sack Trick,2004,UK,,Accepted
4256277,Carry It Back,,Jamaica,,Accepted
4264557,Busting Out (Edit),1981-06-00,US,10250,Accepted
4275432,L'aéroplane,1976,Canada,666756,Accepted
4277199,Non Stop Dancing 8,1969,Australia,520579,Accepted
4279366,Couac Couac (Ronald And Donald),1974,Belgium,135335,Accepted
4281664,Be Free / Sea Me,2000,Germany,181324,Accepted
4283144,Come Da-Da,1972,Jamaica,,Accepted
4290775,Fjögur Sumarlög,1965,Iceland,,Accepted
4295825,Jazz,1998,US,7103,Accepted
4298587,Channel One Revisited Dub,,UK,658843,Accepted
4299901,I Morgon Kveld,2003,Norway,,Accepted
4300412,Smooth As Silk,1992-01-21,Japan,153341,Accepted
4301092,Ese Muerto No Lo Cargo Yo / La Despreciada,,Panama,,Accepted
4302455,I Can Take Care Of Myself,1987,US,602630,Accepted
4309292,Plavovlásce / XY,1971,Czechoslovakia,,Accepted
4309861,Paradise View,2008-12-17,Japan,135219,Accepted
4313467,Baby,1996-04-29,UK & Europe,152824,Accepted
4318474,Irish Showtime - Including Feet Of Flames & Other Irish Favourites,2004,UK,1666807,Accepted
4322595,Pines Of Rome - Fountains Of Rome - La Mer,1995,US,778496,Accepted
4325376,Risti,2013-02-22,Finland,532713,Accepted
4327862,A.C.I.D. Tour Live,2012-03-03,US,,Accepted
4328769,Par Les Fils De Mandrin,2013-01-23,Japan,12963,Accepted
4331073,Konk,2008-04-14,UK,123175,Accepted
4333743,Think For Yourself,1988,US,552681,Accepted
4335183,La Quattro Stagione,,USSR,657745,Accepted
4336035,Dogwood,1998,US,2321809,Accepted
4340207,The Painted Word,1990,UK,42329,Accepted
4340948,Champion Sound Clash Part 2,2004,US,,Accepted
4343843,Everything A Man Can Dream Of,2003,Norway,,Accepted
4344131,Some People Have Real Problems,2009,Japan,84717,Accepted
4353175,Urastar,2013-02-04,Italy,529641,Accepted
4355083,The Great Escape / Oceans,2004,UK,531737,Accepted
4360058,Πόσο Σ' Αγαπώ,1981,Greece,832032,Accepted
4361416,The Songs That Got Away,2007,Japan,331794,Accepted
4361715,Wicked Dog,,Germany,530948,Accepted
4362065,Questions Insane,,US,,Accepted
4362593,The Decline,2012,US,,Accepted
4362672,Can't Nobody Hide From God / If It Had Not Been For Jesus,1930-10-15,US,,Accepted
4366190,Festival Der Barockmusik,1977,Germany,,Accepted
4366959,Arizona / Lasciami Vedere Il Sole,1970,Italy,,Accepted
4369720,"String Quartets (No. 1 In C, Opus 37 / No. 2, Opus 56)",1983,US,2773505,Accepted
4372861,Let's Dance,1962-11-00,France,,Accepted
4375831,Stimmen Einheimischer Vögel,,Germany,627536,Accepted
4377019,Tube,2008-01-01,Italy,532728,Accepted
4377021,Just A Little Love,1986,France,944534,Accepted
4377495,A Portrait Of Duke Ellington,1984,France,421677,Accepted
4378263,Buck,2013,Sweden,676121,Accepted
4378365,Only A Lad,1990-03-21,Japan,102294,Accepted
4379963,Heaven And Hull,2011,Europe,94121,Accepted
4382058,The King R&B Box Set,2010,US,536134,Accepted
4385126,Cei Ce Ne-au Dat Nume,1995,Romania,187899,Accepted
4387112,Auberge,1991,Czechoslovakia,114672,Accepted
4389139,Yanti For You,2012-12-31,Tunisia,2680283,Accepted
4389397,Redemption Denied,1998,Netherlands,,Accepted
4394218,Heart Of A Woman,1999,US,659448,Accepted
4395496,Hope,2009,US,40431,Accepted
4397109,Mejor Morir En Pie,2005,Spain,626272,Accepted
4402619,Trompe Le Monde,2004-06-23,Japan,16797,Accepted
4406609,Here & Back Again,2012-09-30,Russia,,Accepted
4412647,Ores & Minerals,2013,UK,557144,Accepted
4414187,El Elogio De Los Nuevos Materiales,1987,Spain,,Accepted
4415987,Vakantie In Vlaanderen,1989,Belgium,,Accepted
4418952,Shehnai Recital,,India,2261014,Accepted
4419337,Cock It Up / Back It Up,2007,Jamaica,,Accepted
4420093,Fandangos·Tarantas·Medias Granainas·Guajiras·Romances,1978,Spain,,Accepted
4423743,Access Psycatron,2002,UK,546651,Accepted
4427126,Come Go With Me,1973,US,629970,Accepted
4432805,Shades Of Deep Purple,1968,Israel,687,Accepted
4432862,Wutz! Wutz! Wutz! (Gassenhauer I Und II),1987,Germany,,Accepted
4434828,Hardcore Lives!,1988,US,539746,Accepted
4436559,I Am Nothing / Brand New Love,1966,US,537116,Accepted
4440355,The First U.S. Visit,2000,Canada,,Accepted
4441516,House Music,2013-04-01,UK,,Accepted
4442257,I Wonder What She's Doing Tonight,1973,Germany,1119445,Accepted
4443025,Bird Eyes,2010-08-04,Italy,,Accepted
4445637,Music Must Change,1993,Italy,,Accepted
4445897,Jamie Blake,1997,US,738461,Accepted
4446214,Emotions ft. Amy Ives,2012-12-24,UK,,Accepted
4447686,Ethno Punx,2007,Germany,541338,Accepted
4449884,Levels,2013-03-04,Belarus,,Accepted
4451357,Megamix,1993,France,299462,Accepted
4454546,Να Ήμουνα Στη Μύκονο / Σάμος Όμορφο Νησί,1970,Greece,,Accepted
4458006,The Rough Dancer And The Cyclical Night (Tango Apasionado),1991,US,253611,Accepted
4459204,In Salzburg,1993,Austria,,Accepted
4461149,Weary Blues,1966,US,286818,Accepted
4466472,Le Paco-Chico,1963,France,,Accepted
4466523,Odor Ed Lumadeg,2010,Italy,,Accepted
4466684,Terminal Earth,2013-04-20,US,200300,Accepted
4466944,Christmas With The Platters,1973,US,494583,Accepted
4467017,I Don't Wanna Lose Your Love,1983,US,617478,Accepted
4467189,Evidence,1991,Switzerland,1400861,Accepted
4468217,I Had A Talk With My Man / Free Girl,1964,Netherlands,543886,Accepted
4481224,Live Terronoize,2013-04-19,Japan,,Accepted
4481436,Memorial,1973,France,,Accepted
4483432,Sandstone Cathedrals,1982,US,1049231,Accepted
4485900,Ögenix,2013-02-21,Canada,546060,Accepted
4487516,Blackie's Bone,2005-03-07,Germany,,Accepted
4491959,Thick As A Brick,1993-06-30,Japan,38308,Accepted
4492518,Bad Salad Ballad,2007,Lithuania,,Accepted
4495889,Thanks,1971,UK,1500003,Accepted
4500764,Bayou Rhythm And Blues Shuffle Vol. 3,1988,UK,849443,Accepted
4500949,Slowdown,2012,Germany,547925,Accepted
4501237,Death By Manipulation,1991,US,6704,Accepted
4501481,To Know You Is To Love You,1973,US,285776,Accepted
4505994,"\"Havin' Myself A Time\"",1982,Italy,1423602,Accepted
4511258,What's The Story Part 2,,US,,Accepted
4512817,В Мире Животных,2013-04-00,Russia,,Accepted
4517431,S & M Communion Bread,2005,Spain,549982,Accepted
4522400,It's All In The Game,1983,US,615107,Accepted
4527274,Wolf EP 18,2013-04-29,UK,,Accepted
4528676,Muse,1979,Venezuela,56274,Accepted
4535570,2013,2013,Germany,571304,Accepted
4542632,The Only Blood Between Us,2005,US,304901,Accepted
4546888,The Last Waltz,1967,Belgium,215017,Accepted
4547280,The Sons Of Champlin,1975,UK,363561,Accepted
4557785,Never Before,2002,Jamaica,,Accepted
4558698,Something About The SkweeeRRL,2012-09-14,UK,,Accepted
4559039,Brani Da Rigoletto,1982,Italy,1210338,Accepted
4559444,The New Glenn Miller Orchestra Under The Direction Of Ray McKinley,,Germany,722317,Accepted
4559491,Vespertine,2008,Europe,37082,Accepted
4560983,Fame ’90 = フェイム。’９０,1990,Japan,132098,Accepted
4566206,Workshop 13,2011-09-12,Germany,555742,Accepted
4567241,Red,,Australia,35664,Accepted
4567724,Never More,2013-05-15,Portugal,,Accepted
4572625,Free,1998,France,197624,Accepted
4573188,Golden Ray Charles Double De Luxe = ゴールデン・レイ・チャールズ・ダブル・デラックス,1969,Japan,,Accepted
4574389,Sei Solo Tu,2002,Europe,557151,Accepted
4576332,Blasta! The Irish Traditional Music Special,1997,Ireland,1837866,Accepted
4577496,To Hell With The Devil,,US,91720,Accepted
4578499,Working Lover,1985,South Africa,888580,Accepted
4578826,Spes Patriae,1962,Netherlands,,Accepted
4579573,Do It Again For Jeffrey / Poem,1969,France,868255,Accepted
4581333,If Only I Could,1989,Australasia,131788,Accepted
4582715,Embrassez-Moi,1969,Germany,557718,Accepted
4589742,Hot Line Vol-2,1967-02-25,Taiwan,,Accepted
4590249,Cha Cha Cha,,US,741689,Accepted
4594511,Heavy Metal Killers,2009,UK,678378,Accepted
4595207,"Flöten-Sonaten ∙ Flute Sonatas ∙ Sonates Pour Flûte (BWV 1033-1035) ∙ Partita (BWV 1013), Vol. 2",1977,Germany,1279055,Accepted
4597025,Terve Sinä Tyttö / Yli Siltojen,2013-05-24,Finland,,Accepted
4597786,Stay Positive,2008-07-15,US,112781,Accepted
4600300,Have It Your Way,2012-09-21,Turkey,,Accepted
4604428,... Live 2012,2012,Germany,,Accepted
