release_id,genre
614983,Electronic
614983,Non-Music
615202,Electronic
615202,Reggae
616363,Electronic
616363,Hip Hop
618702,Rock
619010,Electronic
619010,Rock
621454,Electronic
621748,Reggae
622512,Rock
623808,Electronic
624734,Electronic
629737,Electronic
630083,Electronic
634336,Electronic
634336,Funk / Soul
636560,Electronic
639953,Classical
642844,Electronic
644071,Jazz
646206,Electronic
648532,Funk / Soul
652950,Electronic
654290,Electronic
654290,Pop
658871,Jazz
658871,Funk / Soul
661956,Electronic
664657,Electronic
665555,Electronic
667155,Rock
669952,Electronic
670196,Rock
670196,Pop
674776,Electronic
674776,Pop
678424,Electronic
681821,Hip Hop
681821,Pop
682417,Electronic
687081,Rock
687081,Blues
688430,Electronic
688468,Electronic
688468,Funk / Soul
693796,Electronic
693916,Electronic
695047,Electronic
695047,Hip Hop
696595,Jazz
696595,Funk / Soul
705630,Electronic
707415,Hip Hop
708914,Electronic
710680,Electronic
711828,Electronic
714878,Electronic
716030,Electronic
716228,Electronic
716228,Pop
718064,Rock
723634,Electronic
723634,Rock
726527,Hip Hop
726848,Electronic
726848,Rock
727536,Electronic
728610,Pop
732054,Electronic
735563,Rock
740561,Rock
741209,Electronic
741209,Rock
745285,Rock
753493,Electronic
756050,Non-Music
756050,Children's
761443,Electronic
767226,Jazz
767226,Rock
776292,Electronic
781801,Electronic
782854,Electronic
791574,Electronic
792701,Stage & Screen
796767,Funk / Soul
797616,Electronic
798032,Rock
798457,Electronic
799926,Electronic
805072,Jazz
807406,Electronic
812961,Hip Hop
817361,Electronic
818213,Electronic
827337,Electronic
828655,Electronic
829245,Funk / Soul
832541,Electronic
833798,Electronic
833798,Funk / Soul
833798,Pop
837341,Rock
839166,Rock
849789,Hip Hop
851413,Rock
854601,Hip Hop
854601,Funk / Soul
859214,Funk / Soul
861460,Reggae
861777,Electronic
864321,Rock
869216,Rock
870798,Electronic
872163,Jazz
874072,Electronic
879398,Electronic
879977,Electronic
884242,Classical
898032,Electronic
898704,Rock
901298,Electronic
902407,Rock
903384,Electronic
904284,Electronic
905026,Electronic
906455,Electronic
906947,Rock
907655,Electronic
907655,Rock
908571,Jazz
909968,Electronic
911145,Electronic
911145,Rock
911740,Rock
915580,Rock
917905,Electronic
917905,Hip Hop
919441,Hip Hop
923814,Rock
926400,Electronic
926400,Pop
927574,Reggae
943079,Electronic
944614,Rock
944614,Funk / Soul
945147,Electronic
945203,Electronic
945203,Hip Hop
945203,Funk / Soul
945203,Pop
946859,Rock
949971,Electronic
949971,Rock
952755,Electronic
952755,Rock
954520,Jazz
954520,Funk / Soul
957087,Electronic
958352,Rock
958352,Pop
959065,Electronic
959327,Reggae
961971,Electronic
963888,Funk / Soul
966169,Rock
966169,Pop
968770,Electronic
969625,Jazz
969625,Pop
970201,Electronic
970201,Pop
970295,Rock
970295,Reggae
972355,Pop
974155,Pop
984057,Electronic
984365,Electronic
984365,Funk / Soul
985147,Electronic
985173,Electronic
986117,Electronic
986513,Electronic
987336,Rock
989100,Electronic
990953,Electronic
990953,Hip Hop
992952,Electronic
996953,Electronic
997981,Electronic
1001796,Hip Hop
1002234,Electronic
1003777,Electronic
1003865,Electronic
1003865,Hip Hop
1005403,Electronic
1006480,Rock
1010444,Electronic
1014865,Electronic
1014886,Electronic
1015117,Latin
1015117,Funk / Soul
1015805,Electronic
1016516,Funk / Soul
1016516,Pop
1017729,Electronic
1022157,Electronic
1025402,Hip Hop
1034065,Rock
1035190,Jazz
1040339,Electronic
1044084,Pop
1045569,Reggae
1046086,Electronic
1046086,Hip Hop
1046086,Blues
1047104,Electronic
1053892,Electronic
1053892,Reggae
1053892,Latin
1054117,Electronic
1055070,Electronic
1056725,Electronic
1056854,Pop
1057538,Electronic
1057538,Rock
1057538,Pop
1058490,Electronic
1058490,Rock
1060692,Electronic
1060692,Hip Hop
1060692,Rock
1060997,Rock
1067064,Hip Hop
1067207,Electronic
1067337,Pop
1070024,Electronic
1070690,Rock
1072511,Funk / Soul
1075097,Rock
1075097,Funk / Soul
1075097,Pop
1075250,Electronic
1076980,Electronic
1080620,Rock
1081030,Rock
1081320,Electronic
1081898,"Folk, World, & Country"
1081919,Electronic
1082490,Rock
1087387,Electronic
1087387,Rock
1089153,Electronic
1092247,Rock
1092683,Electronic
1093872,Rock
1095399,Electronic
1095399,Rock
1095399,Pop
1095565,Electronic
1098069,Rock
1098877,"Folk, World, & Country"
1099116,Electronic
1100729,Electronic
1100729,Rock
1101399,Electronic
1106206,Rock
1106206,Pop
1110217,Electronic
1113644,Rock
1113644,Blues
1115745,Rock
1117376,Electronic
1118209,Rock
1126852,Reggae
1132686,Pop
1134301,Electronic
1135598,Rock
1135598,Pop
1136006,Electronic
1136048,Electronic
1138076,Electronic
1139201,Electronic
1140205,Funk / Soul
1140205,Stage & Screen
1140883,Electronic
1144078,Electronic
1146836,Rock
1147261,Rock
1155885,Rock
1160974,Blues
1172210,Hip Hop
1175058,Electronic
1178240,Rock
1179721,Jazz
1179721,Brass & Military
1180250,Electronic
1180250,Jazz
1180250,Funk / Soul
1181053,Electronic
1181053,Pop
1181513,Hip Hop
1183989,Electronic
1185435,Electronic
1186160,Rock
1187421,Electronic
1187609,Jazz
1188563,Electronic
1190277,Electronic
1190277,Pop
1191591,Electronic
1192745,Rock
1194459,Electronic
1194844,Electronic
1196392,Electronic
1196427,Electronic
1197582,Rock
1197593,Rock
1197593,Pop
1201118,Electronic
1204887,Electronic
1205396,Funk / Soul
1207906,Electronic
1210207,Electronic
1213045,Rock
1213998,Electronic
1214901,Electronic
1216327,Electronic
1219340,Rock
1219883,Electronic
1220105,Electronic
1221123,Rock
1222722,Electronic
1223433,Electronic
1224843,Electronic
1238532,Funk / Soul
1239215,Electronic
1239818,Rock
1240909,Electronic
1240909,Rock
1242458,Hip Hop
1243944,Pop
1245713,Rock
1251498,Electronic
1251498,Pop
1254453,Electronic
1254453,Rock
1256233,Electronic
1262280,Rock
1262908,Pop
1264673,Electronic
1265779,Electronic
1265865,Electronic
1267843,Hip Hop
1267858,Electronic
1268094,Electronic
1268094,Rock
1270505,Electronic
1273348,Electronic
1277740,Electronic
1277740,Reggae
1281671,Electronic
1282143,Reggae
1282320,Hip Hop
1282920,Funk / Soul
1285387,Electronic
1288438,Electronic
1288438,Jazz
1288438,Funk / Soul
1288631,Electronic
1292174,Hip Hop
1296812,Electronic
1297788,Electronic
1298488,Hip Hop
1298616,Electronic
1298616,Funk / Soul
1300991,Electronic
1304475,Pop
1306043,Rock
1306043,Pop
1306084,Electronic
1306084,Rock
1307718,Electronic
1308641,Rock
1308641,"Folk, World, & Country"
1308955,Electronic
1312021,Electronic
1313221,Hip Hop
1315317,Electronic
1315317,Funk / Soul
1315317,Pop
1319321,Electronic
1321398,Rock
1321614,Electronic
1323813,Rock
1324244,Electronic
1327144,Pop
1327863,Electronic
1329982,Electronic
1333314,Electronic
1339974,Funk / Soul
1339974,Pop
1341939,Electronic
1348092,Electronic
1350570,Rock
1350789,Hip Hop
1351948,Electronic
1352028,Jazz
1352308,Rock
1352308,Stage & Screen
1358712,Electronic
1360182,Electronic
1360182,Funk / Soul
1360182,Pop
1363569,Electronic
1372411,Electronic
1375749,Electronic
1376708,Rock
1376708,Pop
1377425,Non-Music
1377425,Stage & Screen
1380774,Electronic
1380892,Electronic
1384916,Rock
1385046,Rock
1385536,Funk / Soul
1386693,Pop
1387687,Rock
1387961,Hip Hop
1389912,Electronic
1394624,Rock
1406025,Rock
1414019,Classical
1415501,Funk / Soul
1417456,Pop
1420320,Rock
1421647,Electronic
1423310,Electronic
1423310,Jazz
1423310,Funk / Soul
1429974,Rock
1431116,Electronic
1431116,Hip Hop
1431116,Funk / Soul
1434226,Rock
1435516,Jazz
1439980,Electronic
1440032,Electronic
1440032,Rock
1441052,Hip Hop
1442687,Electronic
1442687,Rock
1445923,Jazz
1445923,Stage & Screen
1447068,Funk / Soul
1449868,Electronic
1452528,Rock
1452959,Electronic
1453598,Non-Music
1453598,Stage & Screen
1455940,"Folk, World, & Country"
1460722,Rock
1460722,Stage & Screen
1461767,Electronic
1462539,Funk / Soul
1462592,Jazz
1464384,Jazz
1464384,Latin
1464384,Funk / Soul
1464384,"Folk, World, & Country"
1465856,Electronic
1472148,Electronic
1473219,Rock
1477378,Rock
1477702,Electronic
1481842,"Folk, World, & Country"
1481924,Jazz
1484377,Electronic
1488294,Electronic
1498355,Electronic
1501006,Rock
1503271,Rock
1506740,Electronic
1508570,Electronic
1513376,Electronic
1515392,Electronic
1515438,Electronic
1518111,Electronic
1522617,Jazz
1522743,Electronic
1522826,Funk / Soul
1525136,Electronic
1527120,Electronic
1527120,Latin
1530914,Jazz
1530914,Funk / Soul
1530914,Pop
1532415,Electronic
1535642,Hip Hop
1537408,Electronic
1544805,Rock
1544805,"Folk, World, & Country"
1546505,Electronic
1548643,Electronic
1554029,Electronic
1560089,Rock
1571026,Electronic
1578054,Electronic
1579686,Electronic
1579686,Rock
1589842,Pop
1589999,Funk / Soul
1591029,Electronic
1592015,Electronic
1592015,Pop
1595100,Electronic
1595812,Electronic
1600777,Electronic
1602857,Electronic
1602857,Jazz
1605137,Electronic
1605148,Classical
1605148,Stage & Screen
1613872,Rock
1617268,Rock
1617474,Electronic
1620764,Electronic
1624846,Electronic
1625023,Jazz
1625023,Classical
1626584,Electronic
1627492,Pop
1627492,"Folk, World, & Country"
1627729,Electronic
1629988,Hip Hop
1629988,Rock
1629988,Pop
1629988,Children's
1630671,Reggae
1632707,Electronic
1633483,Rock
1633483,Pop
1635511,Electronic
1639243,Rock
1641120,Rock
1647356,Rock
1647356,Latin
1647356,Pop
1647793,Electronic
1649183,Rock
1649298,Funk / Soul
1651108,Electronic
1651108,Rock
1656367,Electronic
1663279,Rock
1663279,"Folk, World, & Country"
1663279,Stage & Screen
1666630,Rock
1668384,Rock
1670746,Rock
1676143,Jazz
1676143,Funk / Soul
1676159,Rock
1676159,Funk / Soul
1678508,Rock
1679837,Hip Hop
1681009,Electronic
1682037,Rock
1682218,Jazz
1682218,Funk / Soul
1682218,Pop
1683359,Jazz
1683359,Pop
1684406,Rock
1685818,Hip Hop
1690930,Electronic
1694212,Electronic
1698280,Electronic
1698280,Hip Hop
1698280,Jazz
1698569,Rock
1703506,Rock
1706031,Rock
1706031,Pop
1706907,Electronic
1710828,Electronic
1710828,Rock
1711791,Electronic
1716095,Electronic
1716241,Rock
1718556,Hip Hop
1721093,Hip Hop
1722039,Rock
1723887,Classical
1725305,Pop
1729713,Rock
1733845,Electronic
1736001,Rock
1741787,Rock
1741787,Pop
1745670,Reggae
1748417,Pop
1748417,"Folk, World, & Country"
1749802,Rock
1749802,Pop
1756925,Rock
1758739,Electronic
1758739,Jazz
1759638,Rock
1761864,Funk / Soul
1761864,Pop
1766905,Electronic
1767488,Rock
1767568,Hip Hop
1768271,Electronic
1768276,Hip Hop
1768967,Rock
1769733,Electronic
1770750,Hip Hop
1770750,Funk / Soul
1773639,Electronic
1774127,Electronic
1774127,Jazz
1774127,Funk / Soul
1777871,Funk / Soul
1780026,Electronic
1780284,Electronic
1786298,Electronic
1788102,Hip Hop
1795243,Rock
1795243,Pop
1798490,Classical
1799056,Funk / Soul
1799056,Pop
1800520,Jazz
1801378,Non-Music
1801869,Electronic
1803617,Electronic
1806630,Rock
1814903,Electronic
1814903,Pop
1817964,Rock
1817964,Reggae
1817964,Pop
1818642,Hip Hop
1824260,Hip Hop
1827941,Electronic
1827941,Reggae
1832540,Electronic
1832540,Funk / Soul
1832540,Pop
1837846,Funk / Soul
1838862,Rock
1838862,Pop
1845523,Pop
1845523,Stage & Screen
1851578,Electronic
1853655,Rock
1859343,Rock
1861475,Rock
1861521,Electronic
1863404,Pop
1865560,Rock
1865560,Non-Music
1865560,Pop
1865560,Stage & Screen
1866247,Jazz
1866530,Blues
1866530,"Folk, World, & Country"
1868171,Electronic
1872893,Hip Hop
1873340,Jazz
1874736,Electronic
1875009,Rock
1875743,Electronic
1877055,Hip Hop
1879603,Electronic
1880368,Hip Hop
1880368,Pop
1884005,Rock
1888378,Rock
1892327,Electronic
1897812,Rock
1899500,Rock
1899500,Reggae
1899500,Non-Music
1902671,Hip Hop
1902671,Jazz
1903981,Electronic
1903981,Rock
1903981,Pop
1906023,Funk / Soul
1909948,Electronic
1912563,Rock
1912609,Rock
1914508,Jazz
1914508,Rock
1914508,Non-Music
1914508,Pop
1914508,Classical
1917467,Electronic
1918791,Electronic
1922156,Rock
1924657,Electronic
1925853,Electronic
1926030,Funk / Soul
1926030,Pop
1926439,Electronic
1926448,Electronic
1930045,Hip Hop
1934193,Electronic
1949573,"Folk, World, & Country"
1950777,Electronic
1956556,Electronic
1958000,Electronic
1958349,Funk / Soul
1958658,Electronic
1960176,Electronic
1960176,Rock
1960176,Pop
1961582,Rock
1961582,Pop
1963863,Electronic
1963863,Rock
1963863,Pop
1963863,Children's
1964979,Rock
1966072,Hip Hop
1966345,Jazz
1970352,Electronic
1970352,Pop
1970591,Electronic
1970868,Electronic
1970868,Brass & Military
1972283,Rock
1972283,Pop
1975793,Rock
1976129,Rock
1976129,Pop
1976719,Rock
1976883,Pop
1978737,Rock
1979215,Electronic
1980069,Jazz
1980069,Rock
1980672,Electronic
1980672,Jazz
1980672,Funk / Soul
1984349,Pop
1991358,Rock
1992966,Electronic
1993462,Funk / Soul
1996412,Electronic
1998669,Rock
1998943,Pop
2003133,Electronic
2004154,Electronic
2004154,Latin
2004413,Rock
2004413,Pop
2005550,Electronic
2005550,Pop
2005685,Electronic
2007761,Jazz
2008594,Electronic
2008594,Hip Hop
2009805,Rock
2009805,Funk / Soul
2010450,Rock
2017477,Pop
2017506,Jazz
2017506,Blues
2018627,Rock
2018627,Blues
2026286,Pop
2026664,Rock
2028999,Pop
2029331,Rock
2029497,Electronic
2032266,"Folk, World, & Country"
2032776,Electronic
2038565,Rock
2038565,Funk / Soul
2038565,Pop
2041791,Electronic
2043908,Electronic
2043955,Electronic
2053137,Funk / Soul
2061416,"Folk, World, & Country"
2062904,Rock
2066089,Pop
2067592,Pop
2073589,Pop
2074342,Electronic
2074342,Rock
2084668,Electronic
2089410,Rock
2095836,Rock
2097356,Electronic
2097356,Funk / Soul
2097724,Electronic
2098633,"Folk, World, & Country"
2105164,Funk / Soul
2105164,Pop
2106650,Funk / Soul
2108021,Rock
2108237,Rock
2108237,Pop
2108441,Rock
2111214,Reggae
2112869,Electronic
2114334,Rock
2114539,Rock
2115457,Electronic
2115457,Pop
2116527,Jazz
2116665,Stage & Screen
2118849,Electronic
2121806,Rock
2126903,Electronic
2126903,Pop
2128898,Rock
2129031,Rock
2132336,Reggae
2133854,Rock
2135331,Hip Hop
2136416,Rock
2136416,Latin
2136416,"Folk, World, & Country"
2137104,Electronic
2140319,Electronic
2141939,Funk / Soul
2143018,Electronic
2143587,Reggae
2145049,Electronic
2145049,Latin
2145049,Pop
2146243,Electronic
2146243,Pop
2149263,Electronic
2149681,Electronic
2150978,Electronic
2150978,Funk / Soul
2153969,Rock
2164361,Electronic
2166440,Electronic
2166440,Funk / Soul
2170576,Electronic
2175690,Funk / Soul
2180043,Electronic
2180043,Classical
2180043,Stage & Screen
2180971,Electronic
2180971,Hip Hop
2183744,Rock
2186006,Pop
2187780,Rock
2188551,Electronic
2190747,Rock
2191916,Electronic
2192460,Rock
2192644,Rock
2192644,Blues
2193753,Electronic
2195011,Rock
2197757,Rock
2198729,Electronic
2198729,Classical
2200609,Rock
2202709,Rock
2204578,Latin
2204578,"Folk, World, & Country"
2204643,Funk / Soul
2213859,Electronic
2213859,Hip Hop
2216141,Reggae
2218292,Rock
2220785,"Folk, World, & Country"
2223036,Rock
2226577,Rock
2231520,Hip Hop
2232269,Electronic
2236787,Rock
2244266,Electronic
2244266,Rock
2244266,Pop
2245399,Rock
2247393,Electronic
2247393,Funk / Soul
2247796,Electronic
2251028,Rock
2253974,Electronic
2254485,Electronic
2255935,Rock
2256625,Reggae
2256625,Funk / Soul
2259478,Electronic
2259562,Rock
2259562,Funk / Soul
2263821,Rock
2263821,Pop
2264104,Electronic
2264104,Funk / Soul
2266162,Electronic
2269083,Hip Hop
2269603,Rock
2278545,Brass & Military
2278545,"Folk, World, & Country"
2282889,Electronic
2283832,Electronic
2287825,Jazz
2288554,"Folk, World, & Country"
2288620,Funk / Soul
2291550,Funk / Soul
2291550,"Folk, World, & Country"
2292925,Jazz
2294593,Electronic
2294593,Reggae
2296884,Electronic
2299220,Electronic
2299396,Rock
2302595,Electronic
2303144,"Folk, World, & Country"
2303521,Rock
2303521,"Folk, World, & Country"
2309170,Rock
2315695,Rock
2315964,Electronic
2316043,Electronic
2316779,"Folk, World, & Country"
2318081,Electronic
2319322,Electronic
2319322,Rock
2321367,Funk / Soul
2323571,Rock
2326499,Rock
2326499,Pop
2327434,Electronic
2333986,Rock
2335782,Rock
2338344,Hip Hop
2338344,Jazz
2338344,Funk / Soul
2340623,Electronic
2343499,Electronic
2347027,Rock
2347027,Pop
2349567,Electronic
2358253,Electronic
2360133,Electronic
2361790,Jazz
2361790,Latin
2362564,Rock
2362564,Pop
2362783,Pop
2363930,Rock
2365132,"Folk, World, & Country"
2370805,Pop
2376570,Rock
2376992,Electronic
2377309,Electronic
2378816,Pop
2383401,Rock
2384672,Blues
2384672,"Folk, World, & Country"
2386828,Classical
2386847,Rock
2389001,Rock
2393046,Electronic
2393046,Hip Hop
2393046,Latin
2393046,Funk / Soul
2396876,Electronic
2399305,Jazz
2403609,Electronic
2406987,Rock
2408055,Funk / Soul
2410566,Rock
2410646,Jazz
2413313,Electronic
2413760,"Folk, World, & Country"
2414209,Jazz
2417054,Pop
2417054,Stage & Screen
2418065,Electronic
2418723,Reggae
2420228,"Folk, World, & Country"
2420976,Rock
2426578,Electronic
2426984,Rock
2430125,Electronic
2430125,Rock
2440352,Electronic
2442866,Rock
2448072,Electronic
2448072,Rock
2448469,Rock
2448821,Rock
2458963,Electronic
2462711,Electronic
2462711,Rock
2463052,Rock
2464134,Funk / Soul
2464134,Pop
2464345,Electronic
2465655,Rock
2467397,Latin
2468629,Jazz
2468629,Funk / Soul
2471768,Rock
2471992,Funk / Soul
2474245,Electronic
2475301,Electronic
2478080,Jazz
2481643,Pop
2482588,Electronic
2482588,Rock
2482890,Pop
2484465,Electronic
2487765,Pop
2488603,Electronic
2488603,Rock
2489995,Electronic
2490546,Hip Hop
2491625,Rock
2491680,Electronic
2494724,Jazz
2495715,Electronic
2498299,Rock
2498343,Electronic
2501083,Electronic
2501849,Reggae
2501849,"Folk, World, & Country"
2505325,Rock
2505575,Electronic
2506284,Jazz
2506284,Rock
2509249,Rock
2511130,Electronic
2511179,Electronic
2512577,Rock
2513178,Electronic
2516316,"Folk, World, & Country"
2523001,Hip Hop
2524255,Electronic
2524438,Rock
2530177,Jazz
2530177,Funk / Soul
2530177,Stage & Screen
2531350,Jazz
2532086,Electronic
2534067,Rock
2534299,Electronic
2537058,Rock
2537367,Electronic
2537367,Hip Hop
2537367,Funk / Soul
2542995,Rock
2546498,Electronic
2546498,Classical
2549510,Electronic
2550542,Electronic
2552031,Classical
2552695,Electronic
2554183,Rock
2557068,Rock
2559299,"Folk, World, & Country"
2560767,Rock
2561194,Electronic
2561321,Rock
2561520,Non-Music
2561520,Children's
2562556,Rock
2563269,Hip Hop
2563269,Funk / Soul
2565254,Hip Hop
2569955,Rock
2570997,Electronic
2586237,Electronic
2586237,Pop
2587771,Rock
2589368,Rock
2591214,Classical
2594096,Rock
2597115,Rock
2597248,Electronic
2597337,Electronic
2598471,Funk / Soul
2598471,Stage & Screen
2598711,Pop
2598730,Rock
2598730,Blues
2600479,Non-Music
2600479,Children's
2610843,Rock
2612906,Funk / Soul
2613347,Rock
2617053,Electronic
2617061,Rock
2617942,Electronic
2627597,Rock
2634712,Rock
2634712,Blues
2635351,Electronic
2635351,Rock
2637747,Rock
2641400,Rock
2646451,Electronic
2654384,Hip Hop
2657269,Electronic
2657916,Rock
2657916,Pop
2657916,"Folk, World, & Country"
2658929,Electronic
2660238,Hip Hop
2667864,Electronic
2668251,Pop
2670169,Electronic
2674100,Jazz
2674100,Pop
2676710,Electronic
2677721,Electronic
2677721,Rock
2679633,Electronic
2680891,Hip Hop
2683933,Rock
2683933,"Folk, World, & Country"
2685752,Jazz
2686741,Jazz
2686741,Latin
2687470,Reggae
2689999,Electronic
2689999,Rock
2689999,Pop
2695933,Hip Hop
2695933,Rock
2695933,Funk / Soul
2695933,Pop
2697662,Rock
2701860,Electronic
2710381,Pop
2710455,Funk / Soul
2710455,"Folk, World, & Country"
2710764,Hip Hop
2713629,Pop
2713629,Classical
2717184,Electronic
2717468,Blues
2719311,Stage & Screen
2722503,Rock
2723268,Jazz
2723756,Electronic
2723756,Rock
2724202,Jazz
2729233,Rock
2729233,Pop
2729441,Electronic
2732942,Latin
2733543,Electronic
2735968,Electronic
2735968,Pop
2737493,Rock
2737493,Blues
2740962,Rock
2741284,Electronic
2742684,Rock
2745408,Rock
2747451,Electronic
2747451,Rock
2749277,Electronic
2749277,Funk / Soul
2749899,Pop
2750750,Funk / Soul
2750750,Pop
2754460,Electronic
2754466,"Folk, World, & Country"
2754478,Rock
2754478,Pop
2758368,Rock
2759484,Funk / Soul
2759484,Blues
2759484,Pop
2759997,Classical
2760084,Pop
2761104,Electronic
2763950,Electronic
2763950,Pop
2773808,Rock
2773812,Funk / Soul
2781754,Rock
2782499,Hip Hop
2784550,Rock
2785701,Pop
2791237,Electronic
2791382,Rock
2793692,Electronic
2793692,Funk / Soul
2796106,Rock
2796106,Pop
2799543,Electronic
2802486,Electronic
2803899,Rock
2805909,Electronic
2806968,Electronic
2809045,Rock
2818337,Electronic
2819516,Rock
2822427,Rock
2823802,Rock
2828371,Rock
2832069,Jazz
2832069,Blues
2832517,Pop
2832517,"Folk, World, & Country"
2833507,Rock
2834672,Jazz
2838216,Rock
2838216,Pop
2839520,Rock
2839520,Pop
2841380,Pop
2842289,Hip Hop
2845248,Rock
2846900,Electronic
2847050,Hip Hop
2847050,Reggae
2848327,Electronic
2848327,Funk / Soul
2851562,Hip Hop
2852374,Jazz
2852374,Funk / Soul
2854899,Electronic
2857017,Rock
2860246,Electronic
2860786,Rock
2860786,Pop
2864677,Electronic
2865208,Rock
2865208,Pop
2865513,Rock
2867050,Pop
2868720,Rock
2868796,Electronic
2868796,Funk / Soul
2873180,Rock
2876947,Rock
2876947,Latin
2878067,Reggae
2880263,Rock
2880263,Pop
2883501,Electronic
2886129,Pop
2891936,Rock
2891936,Funk / Soul
2891936,Pop
2893716,Rock
2893849,Rock
2893938,Rock
2897558,Rock
2898441,Jazz
2898441,Pop
2898441,"Folk, World, & Country"
2901153,Stage & Screen
2901739,Rock
2902057,Jazz
2906365,Rock
2907162,Electronic
2913503,Rock
2916530,Rock
2920678,Electronic
2923104,Reggae
2927492,Rock
2928264,Rock
2931871,Classical
2933082,Electronic
2933460,Electronic
2938985,Rock
2938985,Pop
2940769,Hip Hop
2941956,Electronic
2942308,Rock
2944566,Rock
2944566,Pop
2945410,Electronic
2945410,Classical
2945779,Rock
2945779,Funk / Soul
2948365,Electronic
2949223,Electronic
2949818,Rock
